,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
422,"Then, Kyle and Christine had a long argument, and afterwards Kyle said to","Then, Kyle and Christine had a long argument, and afterwards Katherine said to","Then, Kyle and Christine had a long argument, and afterwards Christine said to",46993,31359
273,"Then, Ryan and Cody had a lot of fun at the store. Ryan gave a computer to","Then, Ryan and Cody had a lot of fun at the store. Nathan gave a computer to","Then, Ryan and Cody had a lot of fun at the store. Cody gave a computer to",58382,13960
311,"Then, Brandon and Thomas had a long argument, and afterwards Thomas said to","Then, Brandon and Thomas had a long argument, and afterwards Andrea said to","Then, Brandon and Thomas had a long argument, and afterwards Brandon said to",32866,11355
348,"Then, Samuel and Shannon had a lot of fun at the office. Samuel gave a drink to","Then, Samuel and Shannon had a lot of fun at the office. Vanessa gave a drink to","Then, Samuel and Shannon had a lot of fun at the office. Shannon gave a drink to",54763,33007
864,"When John and Ashley got a basketball at the school, Ashley decided to give it to","When John and Ashley got a basketball at the school, Katherine decided to give it to","When John and Ashley got a basketball at the school, John decided to give it to",3842,38218
379,"When Heather and Katherine got a kiss at the office, Katherine decided to give it to","When Heather and Katherine got a kiss at the office, James decided to give it to","When Heather and Katherine got a kiss at the office, Heather decided to give it to",47363,62426
332,"After Benjamin and Amanda went to the office, Benjamin gave a ring to","After Benjamin and Amanda went to the office, Erin gave a ring to","After Benjamin and Amanda went to the office, Amanda gave a ring to",42859,30411
431,"Then, Kimberly and Crystal were thinking about going to the station. Crystal wanted to give a bone to","Then, Kimberly and Crystal were thinking about going to the station. Melissa wanted to give a bone to","Then, Kimberly and Crystal were thinking about going to the station. Kimberly wanted to give a bone to",86753,29016
779,"Then, Charles and Rebecca had a long argument, and afterwards Rebecca said to","Then, Charles and Rebecca had a long argument, and afterwards Vanessa said to","Then, Charles and Rebecca had a long argument, and afterwards Charles said to",15274,45557
591,"Then, Jose and Nicholas had a long argument, and afterwards Nicholas said to","Then, Jose and Nicholas had a long argument, and afterwards Aaron said to","Then, Jose and Nicholas had a long argument, and afterwards Jose said to",11097,40796
514,"When Elizabeth and Crystal got a bone at the office, Elizabeth decided to give it to","When Elizabeth and Crystal got a bone at the office, Aaron decided to give it to","When Elizabeth and Crystal got a bone at the office, Crystal decided to give it to",29016,21393
791,"When Vanessa and Kristen got a computer at the school, Kristen decided to give it to","When Vanessa and Kristen got a computer at the school, Patrick decided to give it to","When Vanessa and Kristen got a computer at the school, Vanessa decided to give it to",71619,77214
670,"When Andrew and William got a bone at the store, William decided to give it to","When Andrew and William got a bone at the store, Sarah decided to give it to","When Andrew and William got a bone at the store, Andrew decided to give it to",13929,12656
376,"Then, Anthony and Brian went to the school. Brian gave a basketball to","Then, Anthony and Brian went to the school. Megan gave a basketball to","Then, Anthony and Brian went to the school. Anthony gave a basketball to",21353,17520
146,"When Jason and Robert got a kiss at the school, Robert decided to give it to","When Jason and Robert got a kiss at the school, Jessica decided to give it to","When Jason and Robert got a kiss at the school, Jason decided to give it to",18984,8563
804,"Then, Amy and Anthony went to the store. Amy gave a bone to","Then, Amy and Anthony went to the store. Alexander gave a bone to","Then, Amy and Anthony went to the store. Anthony gave a bone to",21353,29793
60,"When Cody and Alexander got a necklace at the store, Alexander decided to give it to","When Cody and Alexander got a necklace at the store, Melissa decided to give it to","When Cody and Alexander got a necklace at the store, Cody decided to give it to",58382,20643
490,"Then, Stephanie and Nicole had a long argument, and afterwards Stephanie said to","Then, Stephanie and Nicole had a long argument, and afterwards Megan said to","Then, Stephanie and Nicole had a long argument, and afterwards Nicole said to",45130,49243
813,"Then, Amanda and William had a long argument, and afterwards Amanda said to","Then, Amanda and William had a long argument, and afterwards Lauren said to","Then, Amanda and William had a long argument, and afterwards William said to",12656,42859
649,"Then, Melissa and Jamie had a long argument, and afterwards Melissa said to","Then, Melissa and Jamie had a long argument, and afterwards William said to","Then, Melissa and Jamie had a long argument, and afterwards Jamie said to",36857,48148
436,"Then, Kimberly and Alexander had a lot of fun at the garden. Alexander gave a snack to","Then, Kimberly and Alexander had a lot of fun at the garden. Jeremy gave a snack to","Then, Kimberly and Alexander had a lot of fun at the garden. Kimberly gave a snack to",86753,20643
926,"Then, Nicholas and Melissa were working at the house. Nicholas decided to give a basketball to","Then, Nicholas and Melissa were working at the house. Andrea decided to give a basketball to","Then, Nicholas and Melissa were working at the house. Melissa decided to give a basketball to",48148,40796
101,"When Robert and Ashley got a drink at the garden, Robert decided to give it to","When Robert and Ashley got a drink at the garden, Samantha decided to give it to","When Robert and Ashley got a drink at the garden, Ashley decided to give it to",38218,8563
298,"When Allison and Laura got a bone at the garden, Allison decided to give it to","When Allison and Laura got a bone at the garden, Mark decided to give it to","When Allison and Laura got a bone at the garden, Laura decided to give it to",30928,63508
934,"Then, Alicia and Steven were working at the restaurant. Steven decided to give a bone to","Then, Alicia and Steven were working at the restaurant. Amy decided to give a bone to","Then, Alicia and Steven were working at the restaurant. Alicia decided to give a bone to",80002,24565
162,"Then, Katie and Joseph had a lot of fun at the office. Joseph gave a computer to","Then, Katie and Joseph had a lot of fun at the office. Erica gave a computer to","Then, Katie and Joseph had a lot of fun at the office. Katie gave a computer to",45563,15466
638,"Then, Joseph and James were thinking about going to the restaurant. Joseph wanted to give a basketball to","Then, Joseph and James were thinking about going to the restaurant. Jessica wanted to give a basketball to","Then, Joseph and James were thinking about going to the restaurant. James wanted to give a basketball to",7957,15466
576,"Then, Bryan and Megan were thinking about going to the garden. Bryan wanted to give a necklace to","Then, Bryan and Megan were thinking about going to the garden. Jamie wanted to give a necklace to","Then, Bryan and Megan were thinking about going to the garden. Megan wanted to give a necklace to",55629,37453
85,"Then, Alicia and Katie went to the school. Alicia gave a drink to","Then, Alicia and Katie went to the school. Timothy gave a drink to","Then, Alicia and Katie went to the school. Katie gave a drink to",45563,80002
507,"Then, Robert and Kyle had a lot of fun at the house. Robert gave a computer to","Then, Robert and Kyle had a lot of fun at the house. Kenneth gave a computer to","Then, Robert and Kyle had a lot of fun at the house. Kyle gave a computer to",31359,8563
696,"Then, Jennifer and Katherine were working at the house. Jennifer decided to give a computer to","Then, Jennifer and Katherine were working at the house. Paul decided to give a computer to","Then, Jennifer and Katherine were working at the house. Katherine decided to give a computer to",62426,30750
941,"Then, Katherine and Melissa were working at the hospital. Katherine decided to give a drink to","Then, Katherine and Melissa were working at the hospital. Sean decided to give a drink to","Then, Katherine and Melissa were working at the hospital. Melissa decided to give a drink to",48148,62426
271,"Then, Stephen and Tiffany were thinking about going to the station. Stephen wanted to give a kiss to","Then, Stephen and Tiffany were thinking about going to the station. Courtney wanted to give a kiss to","Then, Stephen and Tiffany were thinking about going to the station. Tiffany wanted to give a kiss to",68573,18587
373,"When Sean and Sara got a ring at the house, Sean decided to give it to","When Sean and Sara got a ring at the house, Lindsay decided to give it to","When Sean and Sara got a ring at the house, Sara decided to give it to",44020,26044
465,"Then, Sara and Eric had a lot of fun at the school. Eric gave a snack to","Then, Sara and Eric had a lot of fun at the school. Elizabeth gave a snack to","Then, Sara and Eric had a lot of fun at the school. Sara gave a snack to",44020,16645
24,"After Jose and Timothy went to the house, Timothy gave a necklace to","After Jose and Timothy went to the house, Eric gave a necklace to","After Jose and Timothy went to the house, Jose gave a necklace to",11097,45568
682,"Then, Angela and Patrick had a lot of fun at the office. Angela gave a drink to","Then, Angela and Patrick had a lot of fun at the office. Kristen gave a drink to","Then, Angela and Patrick had a lot of fun at the office. Patrick gave a drink to",20199,38243
393,"Then, Erica and Lindsey had a long argument, and afterwards Erica said to","Then, Erica and Lindsey had a long argument, and afterwards Melissa said to","Then, Erica and Lindsey had a long argument, and afterwards Lindsey said to",65379,92935
73,"When Erica and Dustin got a bone at the restaurant, Erica decided to give it to","When Erica and Dustin got a bone at the restaurant, Andrew decided to give it to","When Erica and Dustin got a bone at the restaurant, Dustin decided to give it to",79418,92935
110,"Then, Eric and Paul went to the hospital. Eric gave a snack to","Then, Eric and Paul went to the hospital. Patrick gave a snack to","Then, Eric and Paul went to the hospital. Paul gave a snack to",7043,16645
568,"Then, Megan and Steven had a long argument, and afterwards Megan said to","Then, Megan and Steven had a long argument, and afterwards Kristen said to","Then, Megan and Steven had a long argument, and afterwards Steven said to",24565,55629
408,"Then, Kenneth and Jesse were thinking about going to the garden. Kenneth wanted to give a snack to","Then, Kenneth and Jesse were thinking about going to the garden. Michael wanted to give a snack to","Then, Kenneth and Jesse were thinking about going to the garden. Jesse wanted to give a snack to",40271,49498
272,"Then, Travis and Sean were thinking about going to the house. Sean wanted to give a snack to","Then, Travis and Sean were thinking about going to the house. Crystal wanted to give a snack to","Then, Travis and Sean were thinking about going to the house. Travis wanted to give a snack to",41810,26044
662,"Then, David and Jesse were thinking about going to the school. David wanted to give a necklace to","Then, David and Jesse were thinking about going to the school. Nicole wanted to give a necklace to","Then, David and Jesse were thinking about going to the school. Jesse wanted to give a necklace to",40271,6941
704,"Then, Amy and Benjamin were working at the restaurant. Benjamin decided to give a drink to","Then, Amy and Benjamin were working at the restaurant. Kyle decided to give a drink to","Then, Amy and Benjamin were working at the restaurant. Amy decided to give a drink to",29793,30411
186,"Then, Christine and Sara went to the station. Sara gave a necklace to","Then, Christine and Sara went to the station. Erica gave a necklace to","Then, Christine and Sara went to the station. Christine gave a necklace to",46993,44020
699,"After Michelle and Stephanie went to the school, Stephanie gave a drink to","After Michelle and Stephanie went to the school, Alicia gave a drink to","After Michelle and Stephanie went to the school, Michelle gave a drink to",33126,49243
735,"When Andrew and Steven got a computer at the store, Steven decided to give it to","When Andrew and Steven got a computer at the store, Katherine decided to give it to","When Andrew and Steven got a computer at the store, Andrew decided to give it to",13929,24565
133,"Then, Travis and Stephen had a lot of fun at the hospital. Travis gave a ring to","Then, Travis and Stephen had a lot of fun at the hospital. Jeffrey gave a ring to","Then, Travis and Stephen had a lot of fun at the hospital. Stephen gave a ring to",18587,41810
106,"Then, Nicole and Amy were thinking about going to the restaurant. Nicole wanted to give a ring to","Then, Nicole and Amy were thinking about going to the restaurant. Thomas wanted to give a ring to","Then, Nicole and Amy were thinking about going to the restaurant. Amy wanted to give a ring to",29793,45130
689,"Then, Daniel and Alicia were working at the house. Alicia decided to give a ring to","Then, Daniel and Alicia were working at the house. Megan decided to give a ring to","Then, Daniel and Alicia were working at the house. Daniel decided to give a ring to",15469,80002
586,"When Jacob and Matthew got a kiss at the school, Jacob decided to give it to","When Jacob and Matthew got a kiss at the school, Paul decided to give it to","When Jacob and Matthew got a kiss at the school, Matthew decided to give it to",19475,25537
37,"Then, Scott and Rachel were thinking about going to the house. Rachel wanted to give a drink to","Then, Scott and Rachel were thinking about going to the house. William wanted to give a drink to","Then, Scott and Rachel were thinking about going to the house. Scott wanted to give a drink to",10016,32532
381,"Then, Benjamin and Paul were thinking about going to the house. Paul wanted to give a drink to","Then, Benjamin and Paul were thinking about going to the house. Heather wanted to give a drink to","Then, Benjamin and Paul were thinking about going to the house. Benjamin wanted to give a drink to",30411,7043
250,"Then, Matthew and Lindsey were working at the hospital. Matthew decided to give a basketball to","Then, Matthew and Lindsey were working at the hospital. Sean decided to give a basketball to","Then, Matthew and Lindsey were working at the hospital. Lindsey decided to give a basketball to",65379,19475
434,"Then, Angela and Adam were working at the office. Angela decided to give a bone to","Then, Angela and Adam were working at the office. Samuel decided to give a bone to","Then, Angela and Adam were working at the office. Adam decided to give a bone to",15387,38243
620,"Then, Lisa and Erica were thinking about going to the garden. Erica wanted to give a ring to","Then, Lisa and Erica were thinking about going to the garden. Travis wanted to give a ring to","Then, Lisa and Erica were thinking about going to the garden. Lisa wanted to give a ring to",29656,92935
496,"When Danielle and Bradley got a computer at the hospital, Danielle decided to give it to","When Danielle and Bradley got a computer at the hospital, Courtney decided to give it to","When Danielle and Bradley got a computer at the hospital, Bradley decided to give it to",37548,72716
617,"Then, Patrick and Courtney had a long argument, and afterwards Patrick said to","Then, Patrick and Courtney had a long argument, and afterwards Justin said to","Then, Patrick and Courtney had a long argument, and afterwards Courtney said to",71782,20199
335,"Then, Kimberly and Rachel were working at the school. Kimberly decided to give a bone to","Then, Kimberly and Rachel were working at the school. Mark decided to give a bone to","Then, Kimberly and Rachel were working at the school. Rachel decided to give a bone to",32532,86753
287,"Then, Kenneth and Nicholas went to the station. Kenneth gave a computer to","Then, Kenneth and Nicholas went to the station. Megan gave a computer to","Then, Kenneth and Nicholas went to the station. Nicholas gave a computer to",40796,49498
421,"Then, Amber and Amy were thinking about going to the hospital. Amy wanted to give a computer to","Then, Amber and Amy were thinking about going to the hospital. Bryan wanted to give a computer to","Then, Amber and Amy were thinking about going to the hospital. Amber wanted to give a computer to",47764,29793
967,"Then, Nathan and Erin had a long argument, and afterwards Erin said to","Then, Nathan and Erin had a long argument, and afterwards Rebecca said to","Then, Nathan and Erin had a long argument, and afterwards Nathan said to",37837,56914
992,"Then, Travis and Kristen were working at the garden. Travis decided to give a necklace to","Then, Travis and Kristen were working at the garden. Nicole decided to give a necklace to","Then, Travis and Kristen were working at the garden. Kristen decided to give a necklace to",77214,41810
889,"Then, Jeffrey and Andrea had a lot of fun at the office. Andrea gave a snack to","Then, Jeffrey and Andrea had a lot of fun at the office. Kyle gave a snack to","Then, Jeffrey and Andrea had a lot of fun at the office. Jeffrey gave a snack to",42107,41184
765,"Then, Charles and Vanessa had a lot of fun at the hospital. Vanessa gave a ring to","Then, Charles and Vanessa had a lot of fun at the hospital. Allison gave a ring to","Then, Charles and Vanessa had a lot of fun at the hospital. Charles gave a ring to",15274,71619
581,"Then, Adam and Lindsey were thinking about going to the school. Lindsey wanted to give a necklace to","Then, Adam and Lindsey were thinking about going to the school. Melissa wanted to give a necklace to","Then, Adam and Lindsey were thinking about going to the school. Adam wanted to give a necklace to",15387,65379
531,"Then, Amy and Thomas had a lot of fun at the store. Amy gave a ring to","Then, Amy and Thomas had a lot of fun at the store. Christopher gave a ring to","Then, Amy and Thomas had a lot of fun at the store. Thomas gave a ring to",11355,29793
950,"Then, Crystal and Nicole were thinking about going to the store. Nicole wanted to give a necklace to","Then, Crystal and Nicole were thinking about going to the store. Anthony wanted to give a necklace to","Then, Crystal and Nicole were thinking about going to the store. Crystal wanted to give a necklace to",29016,45130
897,"Then, Charles and Jeffrey were working at the store. Jeffrey decided to give a kiss to","Then, Charles and Jeffrey were working at the store. Kimberly decided to give a kiss to","Then, Charles and Jeffrey were working at the store. Charles decided to give a kiss to",15274,42107
149,"Then, Brittany and Alicia were working at the house. Brittany decided to give a basketball to","Then, Brittany and Alicia were working at the house. Christina decided to give a basketball to","Then, Brittany and Alicia were working at the house. Alicia decided to give a basketball to",80002,89254
721,"When Thomas and Joseph got a drink at the restaurant, Joseph decided to give it to","When Thomas and Joseph got a drink at the restaurant, Anthony decided to give it to","When Thomas and Joseph got a drink at the restaurant, Thomas decided to give it to",11355,15466
400,"After Aaron and Robert went to the store, Aaron gave a bone to","After Aaron and Robert went to the store, Gregory gave a bone to","After Aaron and Robert went to the store, Robert gave a bone to",8563,26757
739,"Then, Joseph and Courtney were thinking about going to the hospital. Joseph wanted to give a basketball to","Then, Joseph and Courtney were thinking about going to the hospital. Benjamin wanted to give a basketball to","Then, Joseph and Courtney were thinking about going to the hospital. Courtney wanted to give a basketball to",71782,15466
593,"Then, Crystal and Bradley had a long argument, and afterwards Bradley said to","Then, Crystal and Bradley had a long argument, and afterwards Daniel said to","Then, Crystal and Bradley had a long argument, and afterwards Crystal said to",29016,37548
29,"Then, Nicole and Dustin were working at the restaurant. Dustin decided to give a computer to","Then, Nicole and Dustin were working at the restaurant. Travis decided to give a computer to","Then, Nicole and Dustin were working at the restaurant. Nicole decided to give a computer to",45130,79418
262,"Then, Amy and Kelly had a lot of fun at the store. Kelly gave a basketball to","Then, Amy and Kelly had a lot of fun at the store. Megan gave a basketball to","Then, Amy and Kelly had a lot of fun at the store. Amy gave a basketball to",29793,19178
313,"When Mark and Kelly got a bone at the office, Mark decided to give it to","When Mark and Kelly got a bone at the office, Andrea decided to give it to","When Mark and Kelly got a bone at the office, Kelly decided to give it to",19178,4488
317,"When Lauren and Joshua got a snack at the station, Joshua decided to give it to","When Lauren and Joshua got a snack at the station, Benjamin decided to give it to","When Lauren and Joshua got a snack at the station, Lauren decided to give it to",43460,40592
543,"Then, Amber and David had a long argument, and afterwards David said to","Then, Amber and David had a long argument, and afterwards Angela said to","Then, Amber and David had a long argument, and afterwards Amber said to",47764,6941
521,"Then, Sarah and Sean were thinking about going to the garden. Sean wanted to give a drink to","Then, Sarah and Sean were thinking about going to the garden. Tiffany wanted to give a drink to","Then, Sarah and Sean were thinking about going to the garden. Sarah wanted to give a drink to",21077,26044
168,"Then, Aaron and Steven were thinking about going to the office. Aaron wanted to give a ring to","Then, Aaron and Steven were thinking about going to the office. Eric wanted to give a ring to","Then, Aaron and Steven were thinking about going to the office. Steven wanted to give a ring to",24565,26757
282,"Then, Jennifer and Richard had a lot of fun at the station. Jennifer gave a bone to","Then, Jennifer and Richard had a lot of fun at the station. Justin gave a bone to","Then, Jennifer and Richard had a lot of fun at the station. Richard gave a bone to",12131,30750
93,"After Kevin and James went to the garden, Kevin gave a necklace to","After Kevin and James went to the garden, Stephen gave a necklace to","After Kevin and James went to the garden, James gave a necklace to",7957,16768
528,"When Matthew and Travis got a ring at the school, Matthew decided to give it to","When Matthew and Travis got a ring at the school, Elizabeth decided to give it to","When Matthew and Travis got a ring at the school, Travis decided to give it to",41810,19475
100,"Then, Mark and David had a long argument, and afterwards David said to","Then, Mark and David had a long argument, and afterwards Joseph said to","Then, Mark and David had a long argument, and afterwards Mark said to",4488,6941
